prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
82.92,1,1,old,7905041,0
45.20.3,-1,2,mid,7905451,1
62.01,-1,2,mid,7953766,0
41.20,1,2,mid,7932305,0
96.02,-1,2,mid,7918579,1
46.45.1,-1,1,mid,7912007,0
46.37,-1,2,mid,7905281,0
62.01,-1,1,old,7906791,0
49.41,-1,2,mid,7906164,0
43.21,-1,1,old,7980736,1
46.90,1,1,mid,7968637,0
49.41,-1,2,old,7925509,0
43.39,-1,2,mid,7992025,0
41.20,-1,1,new,7937637,0
74.10,-1,2,mid,7921766,1
68.20.2,-1,1,mid,7982821,1
49.41,1,1,mid,7913222,0
49.32,2,1,mid,7926178,0
46.73,-1,1,mid,7996547,1
73.11,-1,2,old,7978853,0
62.09,-1,2,old,7999170,0
62.01,-1,2,mid,7926650,0
43.29,2,1,mid,7912668,1
49.41,2,1,mid,7985790,1
63.99.2,-1,2,old,7909997,0
49.42,2,2,mid,7961388,1
47.71.1,-1,2,mid,7917005,0
95.29,-1,2,old,7961657,0
71.12,1,1,mid,7921339,0
43.29,2,2,mid,7996450,1
43.39,-1,1,old,7953354,1
27.52,-1,2,mid,7999999,0
25.62,-1,2,new,7905266,0
63.11,-1,1,mid,7999185,0
43.32,-1,2,new,7921162,0
65.12,-1,2,mid,7909403,0
73.11,-1,2,mid,7919906,1
68.32.2,-1,1,mid,7985760,0
46.69.9,1,1,old,7927268,0
73.20,-1,2,mid,7909625,1
82.99,2,1,mid,7951110,0
62.01,-1,2,mid,7913742,0
69.10,-1,2,old,7925821,0
62.01,-1,2,mid,7926327,0
47.71,-1,2,mid,7917949,1
62.01,-1,2,mid,7999850,0
46.4,-1,1,new,7937379,1
46.90,2,1,mid,7906653,1
46.90,1,1,mid,7903825,0
70.22,-1,2,mid,7965310,0
46.90,2,1,mid,7950169,1
43.29,2,1,mid,7922146,0
41.20,2,1,mid,7962445,1
63.11.1,-1,1,old,7999200,0
43.32,-1,2,mid,7904983,1
47.74,2,2,new,7900909,0
69.10,-1,2,mid,7901077,1
47.11,-1,2,mid,7909531,0
47.71.1,-1,2,mid,7925992,0
43.21,1,1,mid,7911750,1
96.01,-1,2,old,7909463,1
96.02.1,-1,2,new,7902241,0
68.20,-1,1,new,7985368,0
41.20,-1,1,old,7900531,1
45.32,-1,2,new,7963583,0
74.10,-1,2,old,7916444,0
41.20,-1,1,mid,7983357,1
41.20,-1,2,new,7920073,1
81.30,1,2,new,7927686,1
46.90,2,1,mid,,0
73.11,2,2,mid,7952927,0
47.91,-1,2,mid,7966222,1
73.11,-1,2,old,7985000,0
74.20,-1,2,mid,7912589,1
49.42,-1,1,mid,7968622,0
61.10,1,1,mid,7921252,0
46.90,2,1,mid,7903299,1
63.99.1,1,2,mid,7913378,1
46.73,1,1,old,7930104,1
49.41,2,1,mid,7936105,0
46.52,-1,1,mid,7921044,1
49.41,-1,2,old,7982328,0
49.41.3,-1,2,old,7999536,0
46.43,1,1,old,7913746,0
46.73,2,1,mid,7912895,1
49.41,2,2,new,7920000,1
43.29,2,2,mid,7965102,1
46.73,2,1,mid,7900028,1
09.10,-1,1,mid,7987035,0
27.12,1,1,mid,7912615,1
56.10,-1,1,mid,7929628,0
68.32.2,-1,1,mid,7926281,0
43.29,2,1,mid,7964791,1
46.42,-1,2,mid,7983001,0
47.91,-1,2,mid,7951253,0
45.11.3,-1,1,mid,7917061,1
47.91,-1,2,mid,7912533,0
43.21,-1,2,mid,7916475,0
43.31,2,1,mid,7906299,1
46.49.49,1,1,old,7925431,1
62.01,-1,2,mid,7915012,0
53.20.31,2,1,mid,7985056,0
47.75.3,-1,2,old,7982913,0
93.12,-1,2,old,7927033,0
49.41,-1,2,mid,7993521,0
87.30,-1,1,old,7952870,0
79.11,1,1,mid,7966323,1
01.11.1,-1,1,mid,7989706,0
73.11,-1,2,old,7938538,0
93.29,-1,2,old,7905431,0
45.31,-1,2,old,7931265,0
46.90,2,1,mid,7925095,0
62.01,-1,2,mid,7977951,0
62.02,-1,2,mid,7938556,1
52.24,1,1,mid,7900063,1
41.20,2,1,mid,7985173,1
95.22.1,-1,2,old,7904639,0
46.73,-1,1,mid,7922230,1
53.20,-1,2,mid,7915863,0
46.90,2,1,mid,7925844,1
62.01,1,1,mid,7929009,0
47.91,-1,2,mid,7996631,1
51.10.3,-1,1,mid,7903972,0
81.10,2,1,mid,7913672,1
46.72,2,1,mid,7913456,0
41.20,2,1,mid,7921824,0
62.02,-1,2,mid,7927172,0
41.20,1,1,new,7985019,1
43.34,-1,2,mid,7912017,1
41.20,-1,1,mid,7952916,0
46.13.2,-1,2,old,7911628,0
62.01,-1,2,old,7915992,0
45.32,-1,2,mid,7913384,0
81.22,1,1,old,7960575,0
18.12,-1,2,mid,7950646,0
41.20,1,1,mid,7985344,1
62.01,1,2,new,7902643,1
46.77,-1,2,new,7987297,0
43.31,2,1,mid,7905139,0
10.51,-1,1,mid,7925223,0
41.20,1,2,mid,7912217,1
81.10,-1,2,mid,7912888,0
46.90,2,1,mid,7912629,0
43.32.3,-1,2,mid,7982821,1
47.43,-1,2,old,7903721,0
46.69.9,-1,1,mid,7929937,0
43.31,1,1,mid,7952529,0
73.11,1,1,mid,7937059,0
45.20,1,2,mid,7981038,1
41.20,-1,1,old,7987973,1
62.03,1,2,new,7993677,0
82.11,-1,1,old,7982308,0
46.90,2,1,mid,7921917,0
49.41,2,2,old,7912269,0
81.22,1,1,mid,7926319,1
43.31,1,2,mid,7962795,0
46.42,2,2,mid,7913799,1
45.20,-1,2,mid,7906566,0
41.20,2,2,mid,7961771,0
45.20,-1,2,mid,7913928,1
33.17,-1,2,mid,7919886,1
46.90,2,1,mid,7930239,0
31.09.2,-1,2,old,7903768,0
49.42,1,2,old,7909052,1
47.91,-1,2,old,7968324,0
46.73,-1,1,new,7902515,0
69.10,-1,1,mid,7915811,1
62.01,-1,2,mid,7911159,1
43.22,-1,2,old,7988567,0
56.29,-1,1,mid,7919726,1
62.01,-1,2,mid,7903944,1
63.12,-1,2,mid,7904510,0
68.32.2,-1,1,mid,7977700,0
52.24,-1,2,new,7987775,0
41.20,-1,1,mid,7927291,0
49.42,-1,2,mid,7905024,0
41.20,-1,2,old,7982465,1
47.21,2,1,mid,7903061,1
46.90,1,1,old,7965580,1
81.22,-1,2,old,7963519,0
46.33.1,2,1,mid,7999534,0
46.90,-1,2,mid,7901869,0
41.10,-1,2,mid,7926367,0
41.20,2,1,mid,7917482,0
46.73,1,2,mid,7982629,1
62.09,-1,2,old,7913068,0
46.90,-1,2,mid,7922151,0
45.20,2,1,mid,7985835,0
43.29,-1,2,old,7951652,0
43.29,2,2,mid,7904935,1
46.38,-1,2,mid,7995966,0
47.91,-1,1,mid,7928229,0
82.99,-1,2,mid,7915084,0
41.20,-1,1,mid,7927270,0
49.41.1,1,2,new,7908138,0
68.31,-1,1,mid,7921904,0
41.20,-1,1,mid,7920102,0
73.11,-1,1,old,7910019,0
74.20,-1,2,old,7999692,0
49.41,-1,1,old,7958638,0
56.10,-1,1,new,7953392,0
62.09,-1,2,new,7912924,0
49.41,1,1,mid,7996732,1
41.20,2,1,mid,7913899,1
62.02,2,2,new,7912605,0
47.19,1,1,mid,7906981,1
43.29,1,1,mid,7951749,1
66.19,-1,2,mid,7916732,0
46.61,1,1,mid,7982708,1
62.01,-1,2,mid,7915284,0
69.10,-1,2,mid,7961962,0
49.42,-1,1,new,7925409,1
93.29,-1,2,old,7922874,0
41.20,2,2,mid,7929102,1
43.33,1,1,mid,7988944,1
47.76.1,-1,2,old,7969207,0
22.11,-1,2,mid,7987982,0
46.72,2,1,mid,7999116,1
46.90,1,1,mid,7926634,1
73.11,-1,1,mid,7952375,1
52.10,1,1,old,7915518,1
62.09,-1,1,mid,7903660,1
43.21,-1,2,new,7912852,0
20.41,-1,2,mid,7908776,0
41.20,-1,2,old,7992523,0
43.21,-1,2,mid,7996596,1
81.29.1,-1,2,mid,7980640,0
45.32,1,2,mid,7985473,0
49.41,2,1,mid,7985865,1
42.21,-1,1,mid,7911449,0
41.20,-1,1,mid,7962157,0
46.73,2,1,mid,7926178,1
46.90,2,1,mid,7929976,1
82.99,2,1,mid,,0
43.22,1,2,mid,7981257,1
33.12,-1,1,mid,7908093,0
73.11,-1,2,old,7965147,0
73.11,2,1,mid,7902228,0
95.11,-1,2,mid,7926516,0
47.52.7,-1,1,new,7921479,0
43.34,1,1,new,7903001,0
46.39.2,-1,2,new,7919766,0
46.90,1,1,new,7904337,0
46.73,1,2,old,7960812,1
43.39,-1,2,mid,7912587,0
43.39,2,1,mid,7913794,0
47.76.1,-1,1,old,7951155,0
46.73.6,-1,2,old,7922201,0
46.72,1,1,mid,7910713,0
46.74.2,-1,1,mid,7912803,1
47.41,-1,1,mid,7968785,0
46.90,-1,2,mid,7922010,0
43.21,-1,1,new,7912619,0
56.10.1,-1,2,mid,7965274,0
31.09.2,-1,1,new,7964555,0
52.24,-1,1,mid,7917588,1
46.90,1,1,old,7932433,1
49.41,1,1,mid,7913890,0
73.11,-1,2,mid,7999786,0
47.91,-1,2,old,7950023,0
41.20,1,1,mid,7927301,0
47.91.2,-1,2,old,7904551,0
47.51,2,2,mid,7965575,1
62.01,1,1,mid,7953137,1
69.20,-1,2,mid,7981168,0
78.30,-1,1,mid,7929048,0
85.41,-1,2,mid,7951112,0
46.72,-1,1,mid,7992218,1
43.29,-1,2,old,7952213,0
43.31,-1,2,old,7913790,0
45.3,-1,1,old,7929614,0
61.10,-1,1,old,7922886,0
46.1,1,1,mid,7926530,0
47.91,-1,2,mid,7912048,1
46.90,1,2,mid,7983304,1
46.73.6,-1,1,mid,7962554,1
46.73,1,1,old,7929554,0
49.41,-1,2,mid,7999063,0
90.03,1,2,mid,7994438,1
43.21,1,1,mid,7937985,0
41.20,-1,2,mid,7912447,1
82.99,1,1,mid,7926836,0
13.99,-1,2,mid,7904815,1
02.20,-1,2,mid,7950082,0
47.91,-1,2,mid,7999692,1
47.19,-1,2,mid,7927063,0
81.29,1,2,mid,7965769,1
43.29,2,1,mid,7916783,1
47.78,-1,1,mid,7983125,1
77.29,2,1,mid,7996704,1
52.24,2,1,mid,7980201,1
85.41,-1,2,mid,7960201,0
95.11,-1,2,old,7911966,1
47.91.2,-1,2,mid,7920651,0
47.91,-1,2,mid,7983605,0
62.09,-1,2,mid,7917936,1
93.29.2,-1,2,mid,7902997,1
25.11,1,1,new,7913030,0
74.20,-1,2,mid,7996613,0
41.2,1,1,mid,7996595,1
49.4,-1,2,mid,7913456,1
43.39,1,2,mid,7992188,1
63.11,-1,2,mid,7995505,0
02.20,-1,1,mid,7983543,1
71.12,-1,1,mid,7996787,0
86.90.9,1,1,mid,7903501,0
49.41,1,1,old,7999077,1
74.10,-1,2,mid,7992010,0
46.69.5,-1,1,old,7950835,1
47.91.1,1,2,mid,7908095,1
55.10,-1,2,old,7902576,0
49.41,2,2,mid,7960839,1
46.90,1,1,mid,7931333,1
46.90,1,1,old,7913210,0
47.91,-1,2,mid,7953480,1
41.20,-1,1,old,7996710,1
41.20,-1,1,mid,7953864,1
43.22,-1,2,old,7929829,0
42.99,1,1,new,7952952,1
41.20,-1,2,new,7928420,0
47.91.2,1,2,mid,7929849,0
46.90,2,1,mid,7910041,0
43.29,1,2,mid,7922611,0
62.01,-1,2,old,7911401,0
46.90,2,1,mid,7977412,1
49.42,-1,2,new,7920226,0
46.72,2,1,mid,7952511,0
46.17.1,-1,1,mid,7908061,1
49.41,-1,1,mid,7901623,1
95.12,-1,1,mid,7922710,0
70.22,-1,2,old,7932301,0
43.29,-1,1,mid,7977327,1
62.01,-1,2,mid,7964511,1
49.4,1,2,mid,7950247,1
46.43,2,1,mid,7912469,0
43.32.3,2,1,mid,7989572,1
68.20.1,-1,2,mid,7926264,0
49.41,-1,2,mid,7911746,0
93.19,-1,2,mid,7909685,0
47.78.9,-1,2,new,7917507,1
46.90,1,1,mid,7989151,1
47.72,2,1,mid,7904660,1
43.32.3,-1,2,new,7931103,1
41.20,2,1,mid,7921314,1
70.22,-1,1,mid,7930704,0
47.81,-1,2,mid,7985311,0
43.29,-1,1,mid,7912047,0
43.99.7,-1,1,old,7981978,1
43.21,2,1,mid,7981218,1
43.39,2,2,mid,7965608,1
41.20,1,1,new,7978561,1
43.21,2,1,mid,7992102,0
46.90,-1,1,mid,7981759,1
46.90,2,2,mid,7950540,1
41.20,-1,1,mid,7991558,1
47.51,-1,2,old,7920906,0
69.20,-1,2,mid,7923179,0
25.61,-1,2,old,7938556,0
46.90,2,1,mid,7919375,1
93.19,-1,1,old,7905268,0
62.01,-1,2,old,7916216,0
68.32.1,-1,1,mid,7917123,0
47.11,-1,2,mid,7953870,1
41.20,2,2,mid,7919375,1
45.40.5,-1,2,mid,7913515,1
46.73,2,1,mid,7903313,1
71.12.4,-1,1,old,7910125,0
95.11,1,2,mid,7903461,1
96.09,2,1,new,7931271,1
52.24,2,2,new,7985296,1
96.02,2,1,old,7904660,0
46.23,-1,2,mid,7950856,0
45.20,-1,2,old,7918524,1
45.20.3,-1,2,old,7989625,1
47.52.71,-1,2,old,7983208,1
73.11,-1,2,new,7905446,0
96.02,-1,2,new,7982940,0
73.20,1,1,mid,7980270,0
68.20,-1,1,mid,7983196,0
43.21,-1,2,new,7906878,0
43.29,-1,2,new,7987219,0
73.11,-1,2,mid,7916026,0
41.20,2,2,mid,7985996,1
49.42,-1,1,mid,7982822,0
46.90,2,1,mid,7913377,1
41.20,-1,1,mid,7927908,1
41.20,-1,2,mid,7923512,0
69.10,-1,2,old,7960512,0
46.90,-1,1,mid,7922223,0
46.52,1,1,mid,7923047,1
46.90,2,1,mid,7982347,1
43.99,1,1,mid,7965597,0
14.12.2,1,1,mid,7996693,0
49.41,-1,2,mid,7925145,0
62.01,-1,2,mid,7903489,0
49.41,1,1,mid,7913850,1
47.19,-1,2,new,7953170,0
14.13.3,-1,2,old,7981894,1
62.01,-1,2,mid,7915063,0
46.66,1,1,mid,7915286,1
45.20,2,2,mid,7902448,1
46.90,-1,2,mid,7905959,0
47.91,1,2,mid,7929055,0
43.39,2,1,mid,7902619,0
10.71.1,-1,2,mid,7965536,0
72.19,1,1,new,7952207,1
62.01,-1,1,mid,7967638,0
63.11,2,1,mid,7952916,1
43.99,-1,1,mid,7916567,0
43.39,2,2,mid,7950036,0
49.41,2,1,old,7993547,0
69.20.2,-1,1,mid,7910941,1
46.90,-1,2,mid,7985206,0
74.10,2,1,mid,7911833,0
62.09,-1,2,old,7931349,0
62.09,-1,1,mid,7916325,0
62.01,-1,2,mid,7913579,0
47.91,-1,2,mid,7918245,1
77.32,-1,1,new,7904554,0
43.31,1,1,old,7960809,1
73.11,2,1,mid,7977894,0
43.21,-1,2,mid,7902654,0
46.90,1,1,new,7912033,0
73.11,-1,2,mid,7905460,0
85.41,-1,2,mid,7995208,0
66.22,-1,2,mid,7926128,0
47.64,-1,2,mid,7985467,1
41.20,2,1,mid,7913407,1
14.39,-1,2,mid,7927744,1
43.21,-1,2,new,7929078,0
49.42,1,2,mid,7960852,1
41.20,1,1,mid,7925792,1
78.30,-1,2,new,7905598,0
52.21.29,-1,1,mid,7926210,0
47.11,-1,2,old,7977000,1
41.20,1,1,mid,7919516,0
71.12,-1,1,mid,7921312,0
43.99,1,1,old,7965625,1
47.91,-1,2,old,7952655,0
71.12.1,1,1,mid,7900929,1
46.90,-1,2,old,7983304,1
63.11,-1,2,mid,7922407,1
62.01,1,2,old,7913951,0
45.32.1,-1,2,mid,7921722,0
41.20,-1,1,mid,7989047,1
47.91,-1,2,mid,7904291,0
82.92,-1,1,old,7903874,1
41.20,1,1,mid,7961769,0
43.21,2,1,mid,7909073,1
71.12.1,-1,2,old,7965374,0
43.99,1,1,new,7900277,1
08.12,-1,1,mid,7925029,0
46.45,-1,1,mid,7925991,0
82.30,-1,1,mid,7926061,1
41.20,-1,1,mid,7985837,0
43.29,2,1,mid,7920148,0
74.10,-1,1,mid,7953374,1
41.20,2,1,mid,7982661,1
73.20,-1,1,new,7901806,1
43.29,-1,2,mid,7961711,0
53.20.31,-1,2,mid,7967106,0
49.42,1,1,mid,7958620,1
46.90,-1,2,new,7992183,1
45.32,-1,2,new,7926096,0
45.31,-1,2,mid,7908636,0
47.91,-1,2,mid,7926812,0
95.21,-1,2,mid,7983316,1
41.20,2,1,mid,7991795,1
95.22,1,2,mid,7951094,0
46.90,1,1,mid,7985829,1
46.73.6,2,1,mid,7952854,1
41.20,2,1,mid,7996236,1
47.91,-1,2,mid,7926540,0
47.71,1,1,mid,7922960,1
43.39,-1,2,mid,7982618,0
74.90,-1,2,old,7919346,0
96.01,1,2,mid,7937790,0
43.11,2,1,mid,7917919,1
73.11,-1,2,mid,7911729,0
62.01,-1,2,mid,7927019,0
43.29,-1,2,mid,7952871,1
62.01,-1,1,mid,7950007,0
43.29,1,1,mid,7910635,0
47.91.2,1,2,mid,7923738,0
70.22,-1,1,new,7929039,0
41.20,2,2,mid,7982835,1
46.13,-1,1,old,7969198,0
46.18.93,2,1,mid,7985719,0
47.81,-1,2,old,7928427,0
43.39,2,2,mid,7926998,1
47.91.2,-1,1,old,7913451,0
59.12,-1,1,old,7985412,0
43.22,1,1,new,7921920,0
53.20.3,1,1,new,7961344,0
62.01,-1,2,mid,7985262,0
47.91.2,-1,2,mid,7921915,0
41.20,2,1,mid,7911939,1
62.01,-1,2,old,7921985,0
49.41,-1,2,old,7952778,0
69.10,1,1,mid,7952777,0
82.99,-1,2,mid,7906981,0
47.71,-1,2,old,7952054,0
62.01,-1,2,old,7912267,0
68.20.2,-1,1,mid,7914420,0
49.42,-1,2,mid,7922031,0
49.41,-1,1,new,7902500,0
47.91,-1,2,mid,7905441,0
43.22,1,1,mid,7925437,1
41.20,-1,1,old,7906321,0
43.22,1,2,mid,7921410,1
42.11,1,2,mid,7937186,0
96.09,-1,2,mid,7901280,0
47.43,-1,2,mid,7916988,0
96.02,1,2,mid,7928902,1
41.20,2,1,mid,7925296,0
63.11.1,-1,1,mid,7961025,0
81.21,-1,2,mid,7915700,0
47.59,-1,1,mid,7951267,0
68.20,-1,1,new,7985644,0
73.12,-1,1,mid,7910450,0
43.32.3,-1,1,mid,7937002,0
46.73,2,2,mid,7902221,1
45.20,2,2,mid,7920349,1
41.20,2,1,mid,7967212,1
46.73.4,2,1,mid,7951778,1
62.01,-1,1,mid,7900663,0
47.11,1,2,mid,,1
32.40,-1,2,new,7952953,0
49.42,-1,1,mid,7929641,0
73.20,1,1,old,7999923,0
52.29,1,1,new,7962717,1
46.90,2,2,mid,7915932,1
41.20,2,2,mid,7982122,1
41.20,1,2,mid,7965721,0
82.99,-1,2,mid,7901542,0
43.39,2,2,mid,7912392,1
43.22,-1,2,old,7915819,1
43.29,1,2,mid,7927617,1
46.77,1,1,old,7937674,1
94.12,-1,1,old,7903135,0
41.20,-1,2,old,7911997,0
43.39,2,1,mid,7994437,0
43.21,1,2,mid,7919409,1
43.21,-1,2,mid,7900556,1
46.90,1,1,mid,7982332,1
49.41,-1,2,new,7910000,0
46.43,-1,2,old,7977577,0
43.32.3,-1,2,old,7909419,1
46.48.2,-1,1,mid,7901693,0
46.74,2,1,mid,7980468,0
43.31,1,2,mid,7977689,1
46.69.9,-1,1,mid,7950224,0
63.12,1,2,mid,7904611,1
43.29,2,1,mid,7960588,0
41.20,2,1,mid,7927766,1
43.21,-1,2,old,7912854,1
46.65,1,1,mid,7900071,0
43.21,2,2,mid,7952210,1
62.01,-1,2,old,7951139,1
46.90,1,1,mid,7953184,0
73.11,-1,2,old,7951559,0
47.91.2,-1,2,new,7918147,0
96.02,-1,2,mid,7953052,0
49.41,-1,2,mid,7967088,0
43.34,1,2,mid,7952439,0
41.20,2,1,old,7937522,1
43.21,-1,2,mid,7901779,1
47.91,-1,2,new,7903357,0
82.99,1,1,mid,7910087,1
81.21,1,1,old,7992288,0
41.20,-1,1,mid,7927301,1
43.22,1,2,new,7901032,1
41.20,1,1,mid,7917939,1
69.20,-1,2,old,7921761,0
47.51,-1,2,mid,7917956,0
41.20,1,1,mid,7951733,1
55.90,-1,1,mid,7999830,0
47.99,-1,2,new,7923353,1
46.90,2,1,mid,7951399,0
47.11,-1,2,mid,7911229,0
74.20,-1,2,mid,7937145,0
62.01,-1,2,old,7920140,0
47.71.1,-1,2,mid,7927900,0
47.29,1,2,mid,7965206,0
33.12,-1,1,old,7938407,0
46.72,2,1,new,7999522,1
43.99,-1,1,mid,7916259,0
69.10,-1,2,old,7901459,0
41.20,1,1,old,7917851,1
46.41,2,1,mid,7908067,1
53.20.3,-1,2,mid,7923328,0
46.69.9,-1,1,mid,7950744,1
52.29,-1,1,mid,7915486,0
81.10,1,2,mid,7992101,1
25.11,-1,2,mid,7921763,0
46.73,-1,1,old,7965615,0
45.20.1,-1,2,mid,7938172,0
47.19,-1,2,old,7996545,0
46.31,1,1,mid,7999700,1
73.11,-1,2,new,7937658,0
47.19,-1,2,mid,7922119,0
73.11,-1,2,mid,7987885,0
74.10,-1,2,old,7950846,1
43.39,2,2,mid,7963119,1
47.76,-1,2,mid,7925000,1
22.11,-1,2,old,7927205,0
62.02,-1,2,mid,7915193,1
81.10,2,1,mid,7999719,0
74.20,-1,2,mid,7983356,1
74.90.2,-1,2,old,7963362,0
47.51,2,1,mid,7982445,0
41.20,2,1,mid,7915856,1
93.19,-1,2,mid,7999162,0
62.01,1,2,old,7920033,0
77.39.2,2,1,mid,7909279,1
73.11,-1,1,old,7925266,0
41.20,2,1,mid,7965611,1
74.20,-1,2,old,7909466,1
47.91,-1,2,old,7981787,0
47.91,-1,2,old,7916483,0
47.91.2,-1,2,old,7981897,0
95.11,-1,2,mid,7963091,0
46.90,2,1,mid,7999099,0
43.11,2,1,old,7980704,1
82.11,2,1,mid,7919074,0
96.02,-1,2,mid,7926613,1
93.29,-1,2,new,7951888,0
46.90,-1,2,new,7917566,0
43.29,1,1,mid,7926358,0
46.73,2,2,mid,7929236,1
68.20,-1,2,old,7915136,1
49.41,1,1,old,7901270,1
49.41,-1,2,mid,7952705,1
47.74,-1,1,old,7950592,1
49.42,2,1,mid,7910946,1
47.91,-1,2,mid,7912989,1
43.21,-1,2,mid,7951113,1
49.42,-1,2,mid,7918759,0
43.91,-1,2,mid,7924832,0
43.29,1,2,mid,7915964,1
49.41,-1,2,old,7925051,0
62.0,-1,2,mid,7916673,1
47.91,-1,2,old,7985743,0
85.22,-1,1,old,7911085,0
47.91,-1,2,mid,7918474,0
47.22,1,2,mid,7999850,0
56.10,-1,2,mid,7999207,0
63.11,-1,2,mid,7916975,0
46.90,1,2,mid,7951475,1
41.20,1,1,mid,7986768,1
73.11,-1,2,old,7903755,1
47.91,-1,1,mid,7916649,0
62.03,-1,2,mid,7965324,0
47.76.1,-1,2,new,7905845,0
46.90,-1,2,old,7951651,0
41.20,-1,2,new,7963988,0
41.20,1,1,mid,7951205,0
46.69.9,1,1,mid,7920562,1
47.11,-1,2,mid,7939770,1
47.91,-1,2,mid,7950285,0
49.41,-1,2,old,7918538,0
69.20,-1,2,old,7905408,0
41.20,-1,2,mid,7924762,1
49.41,1,1,new,7922733,1
43.32,1,1,mid,7905181,0
47.19,1,2,old,7912767,1
14.13.3,1,2,mid,7911736,1
46.90,2,2,mid,7953367,1
46.73,-1,1,mid,7911306,1
41.10,-1,2,old,7921762,0
62.01,-1,2,old,7960760,0
46.73,1,2,old,7951261,1
46.90,-1,2,mid,7911923,0
49.41,-1,1,mid,7912263,0
62.01,-1,2,mid,7916742,0
47.71,-1,2,mid,7905486,0
47.64,-1,2,old,7912239,0
47.65,-1,2,mid,7906966,1
47.91.2,-1,2,mid,7991969,1
47.11,-1,2,mid,7960406,1
68.32,-1,1,mid,7909962,0
70.22,-1,2,mid,7953957,0
68.20,-1,2,mid,7920020,1
41.20,-1,1,mid,7951676,0
28.99,-1,1,new,7953910,0
81.21,-1,1,old,7912914,0
73.11,-1,2,mid,7923533,0
42.11,-1,1,mid,7920023,0
93.29.9,-1,2,mid,7925824,0
45.3,-1,1,mid,7921930,1
46.90,2,2,mid,7912208,1
93.29,1,1,old,7953481,1
25.11,1,1,mid,7910613,1
46.90,1,1,old,7909982,1
53.20.3,-1,2,mid,7903077,0
49.32,-1,2,old,7960486,0
41.20,1,1,mid,7967774,1
45.2,1,1,mid,7920873,0
46.14.1,-1,1,mid,7916741,0
47.91,-1,2,mid,7911239,0
88.91,-1,2,old,7982965,0
62.02,-1,1,old,7926667,0
46.90,-1,2,old,7913395,1
47.91,2,2,mid,7908071,1
69.20.2,-1,2,mid,7961647,0
33.13,-1,2,old,7916662,1
69.10,-1,1,mid,7922147,0
47.71,-1,2,mid,7999462,0
47.91,-1,2,new,7960337,0
95.21,2,1,mid,7916376,1
49.41.2,1,1,new,7937949,0
77.11,-1,2,mid,7919374,0
45.31,-1,1,mid,7982834,0
47.52,2,1,mid,7989202,1
31.01,1,1,mid,7912881,0
32.30,1,1,old,7913985,0
46.73,2,1,mid,7980217,0
93.29.2,-1,2,old,7911778,0
84.11.4,-1,1,old,7918931,0
25.40,-1,1,old,7919958,0
43.29,1,1,mid,7917916,0
43.29,-1,2,old,7963034,0
62.01,-1,2,old,7900625,0
45.20,2,1,mid,7953780,1
46.73,-1,1,mid,7917915,0
47.91.2,-1,2,mid,7966160,1
79.11,-1,2,old,7915468,0
52.10.9,-1,1,new,7912620,0
70.22,-1,2,mid,7977939,0
47.42,-1,2,mid,7921797,1
46.90,-1,1,mid,7901556,0
49.41,1,1,old,7983131,1
64.92.7,-1,1,mid,7927273,0
43.99,2,1,mid,7989155,1
69.10,-1,2,old,7964440,0
41.20,2,2,mid,7900949,0
41.20,2,1,mid,7937767,0
96.02,-1,2,mid,7910865,0
49.39,-1,2,new,7926676,0
49.31.21,-1,2,mid,7983165,0
62.09,1,1,mid,7951743,0
43.99,2,1,mid,7916605,0
69.10,-1,2,mid,7927260,0
22.23,2,1,mid,7900624,0
41.20,2,1,mid,7926621,1
49.41.3,1,1,mid,7916050,0
52.29,-1,1,mid,7982254,0
46.90,2,1,mid,7928125,0
73.11,-1,1,mid,7913903,0
49.41,2,1,mid,7913766,1
47.91.1,1,1,old,7989817,1
68.20,-1,1,mid,7914755,1
47.29,-1,2,mid,7915362,0
43.39,2,1,mid,7917795,0
47.19.1,-1,2,mid,7960827,0
41.20,-1,1,new,7951271,0
47.91,-1,2,mid,7905853,1
47.78,-1,2,old,7999702,0
43.99,-1,1,mid,7930802,0
46.39,2,1,old,7950721,0
46.73,1,1,mid,7968837,0
47.41,2,2,mid,7980492,1
49.42,2,2,new,7922780,0
74.20,-1,2,mid,7961536,0
43.99,1,2,old,7981502,1
41.20,-1,2,mid,7980180,1
62.02,-1,2,mid,7981180,0
95.29.4,-1,2,mid,7981209,1
49.42,1,2,mid,7965009,1
46.90,1,1,mid,7906392,1
46.90,-1,2,mid,7922101,1
43.21,1,2,mid,7916576,1
46.90,1,1,mid,7919389,0
68.20,1,2,old,7912459,1
46.49.33,1,1,old,7919218,1
68.20.2,-1,2,mid,7913489,0
69.20,-1,1,old,7953766,1
46.90,-1,2,mid,7951367,0
43.21,-1,2,new,7901391,0
95.11,2,2,mid,7985057,1
25.11,-1,1,mid,7912656,1
73.11,1,1,mid,7980566,0
46.13,1,2,mid,7905803,1
41.20,-1,1,mid,7903635,0
45.11,-1,1,new,7996945,0
43.91,2,1,mid,7936005,0
47.91,-1,2,mid,7918239,0
47.41,2,1,mid,7910414,1
43.21,2,1,mid,7913467,0
96.02.1,-1,2,mid,7905456,0
24.20,1,1,mid,7981709,1
46.90,1,1,mid,7963100,1
43.39,2,1,mid,7960686,1
47.21,2,1,mid,7906112,1
46.73,2,2,mid,7950311,1
41.20,1,1,old,7917905,0
